RowID,Exp,Time[day],Z:FeedStart,Z:FeedEnd,Z:FeedRateGlc,Z:FeedRateGln,Z:phStart,Z:phEnd,Z:phShift,Z:tempStart,Z:tempEnd,Z:tempShift,Z:Stir,Z:DO,Z:ExpDuration,W:temp,W:pH,W:FeedGlc,W:FeedGln,X:VCD,X:Glc,X:Gln,X:Amm,X:Lac,X:Lysed
44,Exp 5,2,,,,,,,,,,,,,,36.97979798,7.424242424,0,0,6.208474434,3.227608564,0,0.432099591,3.000258271,0.002998709
45,Exp 5,3,,,,,,,,,,,,,,36.97979798,7.424242424,5.090909091,6.232323232,5.811845374,2.493727605,0.021230299,0.581083509,2.69037551,0
46,Exp 5,4,,,,,,,,,,,,,,36.97979798,7.424242424,5.090909091,6.232323232,10.17813298,4.522703876,1.345342646,0.921914088,4.005733371,0
47,Exp 5,5,,,,,,,,,,,,,,36.97979798,7.424242424,5.090909091,6.232323232,15.34689861,8.007588966,1.261450628,1.437981346,5.281478113,0.019173192
48,Exp 5,6,,,,,,,,,,,,,,36.97979798,7.424242424,5.090909091,6.232323232,20.30779224,9.074203327,0,1.950644208,5.651818681,0.020628129
49,Exp 5,7,,,,,,,,,,,,,,36.97979798,7.424242424,5.090909091,6.232323232,23.76393207,9.495390655,0.073547213,2.134484811,4.720548411,0.022796942
50,Exp 5,8,,,,,,,,,,,,,,35.85858586,7.424242424,5.090909091,6.232323232,27.69072271,12.25798025,0,2.637526139,5.229934892,0.043197252
51,Exp 6,0,2,13,3.111111111,7.282828283,6.818181818,6.419191919,11,37.24242424,36.70707071,11,241.4141414,75.2020202,8,37.24242424,6.818181818,0,0,0.598008178,4.302474415,5.435078606,0.1,0.1,0
52,Exp 6,1,,,,,,,,,,,,,,37.24242424,6.818181818,0,0,1.554646627,3.782333074,4.354381828,0.446120726,0.702867847,0
53,Exp 6,2,,,,,,,,,,,,,,37.24242424,6.818181818,3.111111111,7.282828283,3.175622844,3.160391988,2.319482656,0.568192688,0.869877567,0
54,Exp 6,3,,,,,,,,,,,,,,37.24242424,6.818181818,3.111111111,7.282828283,5.722316692,4.954381102,6.170783648,0.878007449,3.505899678,0
55,Exp 6,4,,,,,,,,,,,,,,37.24242424,6.818181818,3.111111111,7.282828283,9.494956159,6.38388997,9.018073719,1.590403979,4.051912719,0
56,Exp 6,5,,,,,,,,,,,,,,37.24242424,6.818181818,3.111111111,7.282828283,13.13873017,7.410352115,10.55014358,2.145442979,5.763779805,0.009859986
57,Exp 6,6,,,,,,,,,,,,,,37.24242424,6.818181818,3.111111111,7.282828283,18.12235384,7.511333106,10.4004661,2.735785855,4.602980929,0.018681454
58,Exp 6,7,,,,,,,,,,,,,,37.24242424,6.818181818,3.111111111,7.282828283,23.09649758,6.40932879,9.212510138,3.60187096,5.069125286,0.032061097
59,Exp 6,8,,,,,,,,,,,,,,37.24242424,6.818181818,3.111111111,7.282828283,28.39380153,5.42769646,7.042714977,4.28794721,4.69689965,0.071669619
60,Exp 7,0,2,11,3.474747475,6.454545455,7.202020202,6.227272727,7,37.86868687,36.76767677,14,197.979798,51.46464646,7,37.86868687,7.202020202,0,0,1.084155663,3.892932269,4.511553969,0.1,0.1,0
61,Exp 7,1,,,,,,,,,,,,,,37.86868687,7.202020202,0,0,2.073956336,2.728756056,3.175238989,0,0.711044878,0
62,Exp 7,2,,,,,,,,,,,,,,37.86868687,7.202020202,3.474747475,6.454545455,3.47836019,2.956255304,1.652837406,0.625288227,1.930550659,0
63,Exp 7,3,,,,,,,,,,,,,,37.86868687,7.202020202,3.474747475,6.454545455,5.559028776,4.992031194,5.283254994,0.560711314,3.527266455,0.024289591
64,Exp 7,4,,,,,,,,,,,,,,37.86868687,7.202020202,3.474747475,6.454545455,8.273110112,6.515627115,8.529194386,1.176364091,4.659644726,0.003513862
65,Exp 7,5,,,,,,,,,,,,,,37.86868687,7.202020202,3.474747475,6.454545455,10.6923108,8.82275318,10.89238393,1.788983841,4.707823413,0.011142701
66,Exp 7,6,,,,,,,,,,,,,,37.86868687,7.202020202,3.474747475,6.454545455,13.6688179,8.693827682,12.45886131,2.295022858,5.034611695,0.01076995
67,Exp 7,7,,,,,,,,,,,,,,37.86868687,6.227272727,3.474747475,6.454545455,15.86387481,11.34758656,13.91040156,3.296484648,5.406553597,0.026278903
68,Exp 8,0,3,13,3.838383838,7.868686869,6.828282828,6.409090909,10,36.07070707,36.16161616,12,230.3030303,62.57575758,7,36.07070707,6.828282828,0,0,1.964565858,4.04591827,4.664531522,0.1,0.1,0
69,Exp 8,1,,,,,,,,,,,,,,36.07070707,6.828282828,0,0,5.435855697,2.426421311,0.460123389,0.537382534,2.156161181,0.009931209
70,Exp 8,2,,,,,,,,,,,,,,36.07070707,6.828282828,0,0,6.156908559,0.677058198,0,0.474984597,2.475654953,0
71,Exp 8,3,,,,,,,,,,,,,,36.07070707,6.828282828,3.838383838,7.868686869,6.128638963,1.615339055,0,0.694844748,2.647675403,0.001072238
72,Exp 8,4,,,,,,,,,,,,,,36.07070707,6.828282828,3.838383838,7.868686869,12.58922226,1.534956602,0.33802475,0.92329427,4.313132056,0.005448165
73,Exp 8,5,,,,,,,,,,,,,,36.07070707,6.828282828,3.838383838,7.868686869,19.70594751,2.310839585,0.041723169,1.468922609,3.598839584,0.003935638
74,Exp 8,6,,,,,,,,,,,,,,36.07070707,6.828282828,3.838383838,7.868686869,24.64637579,3.258447362,0,2.125587891,2.915365135,0
75,Exp 8,7,,,,,,,,,,,,,,36.07070707,6.828282828,3.838383838,7.868686869,31.77081419,1.114686201,0,2.504177026,2.704350257,0
76,Exp 9,0,2,9,3.515151515,6.212121212,7.353535354,6.984848485,12,36.45454545,36.28282828,12,245.4545455,75.70707071,7,36.45454545,7.353535354,0,0,1.846791141,5.815650558,5.473786458,0.1,0.1,0
77,Exp 9,1,,,,,,,,,,,,,,36.45454545,7.353535354,0,0,5.390681715,4.94761101,1.598757544,0.33332965,2.085921062,0
78,Exp 9,2,,,,,,,,,,,,,,36.45454545,7.353535354,3.515151515,6.212121212,6.779740761,3.281782472,0,0.638994135,3.203181073,0.00534717
79,Exp 9,3,,,,,,,,,,,,,,36.45454545,7.353535354,3.515151515,6.212121212,11.95114211,4.004920492,0.117430032,0.888312134,4.709026022,0.003702131
80,Exp 9,4,,,,,,,,,,,,,,36.45454545,7.353535354,3.515151515,6.212121212,16.98284566,5.420110596,0,1.40433912,3.981945757,0.004901788
81,Exp 9,5,,,,,,,,,,,,,,36.45454545,7.353535354,3.515151515,6.212121212,21.45652828,6.018334474,0.046948584,1.984290279,3.623977559,0.011499071
82,Exp 9,6,,,,,,,,,,,,,,36.45454545,7.353535354,3.515151515,6.212121212,26.59567394,5.125414563,0.151595591,2.164418956,3.139230559,0.034349847
83,Exp 9,7,,,,,,,,,,,,,,36.45454545,7.353535354,3.515151515,6.212121212,30.26348686,4.278689155,0,2.554206436,2.789666269,0.042572918
84,Exp 10,0,2,12,3.272727273,7.767676768,6.949494949,6.722222222,13,37.88888889,36.34343434,10,162.6262626,70.65656566,14,37.88888889,6.949494949,0,0,0.574585855,5.444714865,5.251587065,0.1,0.1,0
85,Exp 10,1,,,,,,,,,,,,,,37.88888889,6.949494949,0,0,1.02888401,4.589739689,4.524081332,0.224225364,0.521404193,0.009011833
86,Exp 10,2,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,1.803421469,4.771795227,3.793182394,0.404313451,0.961126799,0.009368189
87,Exp 10,3,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,2.833707726,7.696542453,10.17601736,0.760083392,2.243838809,0.011178778
88,Exp 10,4,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,3.82293033,9.62238088,15.86821104,1.503551788,3.067281996,0.006172553
89,Exp 10,5,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,5.05578888,12.43627443,21.00287954,1.86777516,3.942517644,0.009961245
90,Exp 10,6,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,5.95298868,14.98731518,25.55151109,2.690448465,4.718377683,0.003391023
91,Exp 10,7,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,6.033812244,16.75172641,31.4621706,3.801913187,4.943396867,0
92,Exp 10,8,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,5.350083673,19.62701964,36.38885502,5.044320819,5.14510747,0.037635801
93,Exp 10,9,,,,,,,,,,,,,,37.88888889,6.949494949,3.272727273,7.767676768,3.835221715,22.18641028,41.30110554,6.059855037,5.786402645,0.032742939
94,Exp 10,10,,,,,,,,,,,,,,36.34343434,6.949494949,3.272727273,7.767676768,1.941388922,24.67106775,48.44300526,7.464910883,6.206220045,0.089090915
95,Exp 10,11,,,,,,,,,,,,,,36.34343434,6.949494949,3.272727273,7.767676768,0.656796452,28.36302273,55.52200883,8.87362517,5.720823858,0.095148697
96,Exp 10,12,,,,,,,,,,,,,,36.34343434,6.949494949,0,0,0.1537922,31.82931911,62.08963687,10.4365794,6.349502972,0.144571124
97,Exp 10,13,,,,,,,,,,,,,,36.34343434,6.722222222,0,0,0.003420509,31.32420318,57.69098944,12.16651102,5.945606744,0.18660593
98,Exp 10,14,,,,,,,,,,,,,,36.34343434,6.722222222,0,0,0.00712889,31.88417424,56.5455102,13.74425499,6.120684427,0.234443083
99,Exp 11,0,2,13,2.868686869,7.565656566,7.484848485,6.550505051,10,37.62626263,36.94949495,11,205.0505051,52.97979798,10,37.62626263,7.484848485,0,0,1.899511974,6.269613658,5.26574752,0.1,0.1,0
100,Exp 11,1,,,,,,,,,,,,,,37.62626263,7.484848485,0,0,3.336837355,5.291226846,3.517215271,0.174696728,1.690230501,0
101,Exp 11,2,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,5.111653893,5.153545083,1.265985964,0.47033651,2.253081097,0.006701315
102,Exp 11,3,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,7.007763454,6.335280521,5.997932802,0.619441356,3.893885607,0
103,Exp 11,4,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,9.445315216,8.142684206,9.695145014,1.195142529,4.143796414,0
104,Exp 11,5,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,11.89436553,8.297720756,13.71349155,1.903511121,5.411867053,0.000940027
105,Exp 11,6,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,14.08528503,9.684482124,16.96172361,2.597292272,5.244187418,0.027736143
106,Exp 11,7,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,15.89187671,10.32605109,19.69441944,3.465453138,5.103564164,0.028319427
107,Exp 11,8,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,16.95563811,10.42630643,22.38066068,3.990316027,4.99710201,0.058840672
108,Exp 11,9,,,,,,,,,,,,,,37.62626263,7.484848485,2.868686869,7.565656566,16.84882604,11.77429161,24.9544818,5.294905584,5.21628706,0.082504623
109,Exp 11,10,,,,,,,,,,,,,,37.62626263,6.550505051,2.868686869,7.565656566,16.08863567,11.64520388,28.1547613,5.973805411,5.324528316,0.124563119
110,Exp 12,0,1,11,4.565656566,6.373737374,6.565656566,6.217171717,13,37.1010101,35.25252525,9,207.0707071,74.19191919,14,37.1010101,6.565656566,0,0,1.69558592,2.923637786,5.425199581,0.1,0.1,0
111,Exp 12,1,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,3.327619062,1.792670252,3.895955078,0.409580544,0.935536541,0
112,Exp 12,2,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,5.560051235,4.665108394,6.738592426,0.685797856,3.094280834,0
113,Exp 12,3,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,8.355541489,9.362671356,9.456721713,1.193208269,3.894491413,0.018947047
114,Exp 12,4,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,10.61719702,11.04904793,11.86357421,1.801530403,5.519840058,0
115,Exp 12,5,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,13.61462453,14.79146857,12.63659662,2.314565324,6.11985772,0.018186638
116,Exp 12,6,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,16.72520119,14.82381755,13.63432223,2.971691599,6.287825182,0.03809353
117,Exp 12,7,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,18.79233161,17.87866848,14.55820156,3.880701434,6.303879854,0.075455905
118,Exp 12,8,,,,,,,,,,,,,,37.1010101,6.565656566,4.565656566,6.373737374,20.19865158,19.18175229,15.641575,4.636407029,5.825857338,0.103006092
119,Exp 12,9,,,,,,,,,,,,,,35.25252525,6.565656566,4.565656566,6.373737374,21.78071404,20.54490308,15.57463063,5.339817907,6.304346881,0.175548988
120,Exp 12,10,,,,,,,,,,,,,,35.25252525,6.565656566,4.565656566,6.373737374,22.35083168,21.00378517,16.00152675,6.470151687,6.079852765,0.206602581
121,Exp 12,11,,,,,,,,,,,,,,35.25252525,6.565656566,0,0,21.49593211,22.161997,16.68351274,7.183775082,6.956315798,0.289894311
122,Exp 12,12,,,,,,,,,,,,,,35.25252525,6.565656566,0,0,22.87607931,19.85289841,10.68085766,7.570400243,6.840630825,0.357896148
123,Exp 12,13,,,,,,,,,,,,,,35.25252525,6.217171717,0,0,24.14157321,16.57767475,4.646035791,7.961858859,6.162405717,0.435540719
124,Exp 12,14,,,,,,,,,,,,,,35.25252525,6.217171717,0,0,22.61162022,14.06490612,1.161571965,7.949605468,4.859272344,0.525694586
125,Exp 13,0,1,10,2.828282828,6.03030303,6.838383838,6.631313131,13,37,36.32323232,6,225.2525253,41.86868687,9,37,6.838383838,0,0,0.9453291,4.812398543,4.152349409,0.1,0.1,0
126,Exp 13,1,,,,,,,,,,,,,,37,6.838383838,2.828282828,6.03030303,2.535893347,4.190914633,2.447801102,0.417340938,0.904710274,0
127,Exp 13,2,,,,,,,,,,,,,,37,6.838383838,2.828282828,6.03030303,5.12617,5.899925512,5.510233735,0.536083828,2.771515103,0
128,Exp 13,3,,,,,,,,,,,,,,37,6.838383838,2.828282828,6.03030303,8.982341293,6.465304855,6.776404968,1.350485387,4.576161121,0.01433416
129,Exp 13,4,,,,,,,,,,,,,,37,6.838383838,2.828282828,6.03030303,13.6420393,7.624538776,6.43664192,1.683587401,5.33824058,0
130,Exp 13,5,,,,,,,,,,,,,,37,6.838383838,2.828282828,6.03030303,18.11236283,6.146891259,4.767114642,2.421924962,5.600447271,0.006874555
131,Exp 13,6,,,,,,,,,,,,,,36.32323232,6.838383838,2.828282828,6.03030303,25.19099356,4.96610159,0.850868624,3.234583801,4.807262954,0.020891947
132,Exp 13,7,,,,,,,,,,,,,,36.32323232,6.838383838,2.828282828,6.03030303,30.12299633,2.346287692,0,3.724981155,3.330615192,0.041573512
133,Exp 13,8,,,,,,,,,,,,,,36.32323232,6.838383838,2.828282828,6.03030303,31.86785004,2.821992533,0.039423873,3.848208284,2.337123298,0.080068185
134,Exp 13,9,,,,,,,,,,,,,,36.32323232,6.838383838,2.828282828,6.03030303,36.34129684,0.477001627,0,4.280201674,2.018593567,0.118801634
135,Exp 14,0,2,12,5.454545455,7.707070707,7.070707071,6.257575758,9,37.58585859,35.11111111,12,206.0606061,78.23232323,9,37.58585859,7.070707071,0,0,0.623199711,5.035917823,4.505213516,0.1,0.1,0
136,Exp 14,1,,,,,,,,,,,,,,37.58585859,7.070707071,0,0,1.4896132,4.803226111,3.515984453,0.184343408,0.270047187,0.008553519
137,Exp 14,2,,,,,,,,,,,,,,37.58585859,7.070707071,5.454545455,7.707070707,3.144415348,4.415173328,1.433048563,0.398247956,2.162328297,0
138,Exp 14,3,,,,,,,,,,,,,,37.58585859,7.070707071,5.454545455,7.707070707,5.941637588,9.025463686,5.731320611,0.727705968,3.821021678,0
139,Exp 14,4,,,,,,,,,,,,,,37.58585859,7.070707071,5.454545455,7.707070707,8.599989854,11.48981097,8.976705771,1.345373373,5.056116212,0
140,Exp 14,5,,,,,,,,,,,,,,37.58585859,7.070707071,5.454545455,7.707070707,12.8006261,15.19989407,11.47263837,1.8763436,6.554874217,0
141,Exp 14,6,,,,,,,,,,,,,,37.58585859,7.070707071,5.454545455,7.707070707,16.2974172,17.43704204,13.20446204,2.67724462,6.158203022,0.029766291
142,Exp 14,7,,,,,,,,,,,,,,37.58585859,7.070707071,5.454545455,7.707070707,19.20476284,19.83277977,14.51234246,3.561744108,6.559143673,0.020737698
143,Exp 14,8,,,,,,,,,,,,,,37.58585859,7.070707071,5.454545455,7.707070707,21.77947016,22.53733243,15.40343981,4.178112671,7.395133771,0.07063127
144,Exp 14,9,,,,,,,,,,,,,,37.58585859,6.257575758,5.454545455,7.707070707,24.43009693,24.05687464,15.45926342,5.126005878,7.20945099,0.113559221
145,Exp 15,0,2,13,5.616161616,7.505050505,7.252525253,6.237373737,10,37.14141414,36.18181818,13,181.8181818,52.47474747,8,37.14141414,7.252525253,0,0,0.414432107,5.058341432,5.876771991,0.1,0.1,0
146,Exp 15,1,,,,,,,,,,,,,,37.14141414,7.252525253,0,0,1.087260681,5.098742086,5.091853761,0.358999548,0.699622566,0.02850495
147,Exp 15,2,,,,,,,,,,,,,,37.14141414,7.252525253,5.616161616,7.505050505,2.579736542,4.121138205,3.204508281,0.550622863,1.744781259,0.007423243
148,Exp 15,3,,,,,,,,,,,,,,37.14141414,7.252525253,5.616161616,7.505050505,4.852738452,8.382706373,8.023864949,0.846756252,3.051849211,0.00474816
149,Exp 15,4,,,,,,,,,,,,,,37.14141414,7.252525253,5.616161616,7.505050505,8.03740395,13.16771613,11.23940505,1.50781195,4.272437717,0
150,Exp 15,5,,,,,,,,,,,,,,37.14141414,7.252525253,5.616161616,7.505050505,11.29547531,16.06693806,13.31041711,2.394064457,6.426285116,0.003885706
151,Exp 15,6,,,,,,,,,,,,,,37.14141414,7.252525253,5.616161616,7.505050505,14.36189118,18.08963424,15.36208705,3.093265393,6.283542046,0.010099009
152,Exp 15,7,,,,,,,,,,,,,,37.14141414,7.252525253,5.616161616,7.505050505,17.72155,23.11555692,16.72713142,3.948489153,6.457288764,0.030609726
153,Exp 15,8,,,,,,,,,,,,,,37.14141414,7.252525253,5.616161616,7.505050505,19.16196263,24.97884431,16.84316876,4.381841627,7.676691201,0.044220821
154,Exp 16,0,2,10,4.080808081,7.04040404,6.868686869,6.166666667,12,36.5959596,36.80808081,11,192.9292929,47.92929293,8,36.5959596,6.868686869,0,0,1.274814838,2.775349302,5.483524848,0.1,0.1,0
155,Exp 16,1,,,,,,,,,,,,,,36.5959596,6.868686869,0,0,3.759075762,2.867364104,2.915588708,0.362049978,1.705907589,0
156,Exp 16,2,,,,,,,,,,,,,,36.5959596,6.868686869,4.080808081,7.04040404,6.242434712,0.498186214,0.060830713,0.529802183,2.722443085,0
157,Exp 16,3,,,,,,,,,,,,,,36.5959596,6.868686869,4.080808081,7.04040404,11.42816248,2.098808536,0.781012578,0.96544173,4.320593401,0
158,Exp 16,4,,,,,,,,,,,,,,36.5959596,6.868686869,4.080808081,7.04040404,18.12563379,3.762069378,0,1.584361955,3.755229381,0.008627779
159,Exp 16,5,,,,,,,,,,,,,,36.5959596,6.868686869,4.080808081,7.04040404,21.8336198,3.809105188,0,2.083614818,3.560569647,0.001013443
160,Exp 16,6,,,,,,,,,,,,,,36.5959596,6.868686869,4.080808081,7.04040404,27.3155521,3.166412664,0,2.594085493,3.142472709,0.014466597
161,Exp 16,7,,,,,,,,,,,,,,36.5959596,6.868686869,4.080808081,7.04040404,31.22890701,2.621001699,0,2.814032397,2.721296925,0.044794944
162,Exp 16,8,,,,,,,,,,,,,,36.5959596,6.868686869,4.080808081,7.04040404,36.27806139,1.601433517,0,3.112129735,3.050459105,0.087898231
